COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE(US$ million)
TEA,AFGHANISTAN,KGS,996994,2.88
TEA,ALBANIA,KGS,250065,0.82
TEA,ALGERIA,KGS,109640,0.21
TEA,ANDORRA,KGS,32692,0.15
TEA,ANGOLA,KGS,11361,0.07
TEA,ARGENTINA,KGS,11,0
TEA,ARMENIA,KGS,2311,0
TEA,AUSTRALIA,KGS,3107210,17.25
TEA,AUSTRIA,KGS,1164,0.01
TEA,AZERBAIJAN,KGS,367209,1.24
TEA,BAHARAIN IS,KGS,430000,1.83
TEA,BANGLADESH PR,KGS,327957,0.75
TEA,BARBADOS,KGS,125,0
TEA,BELARUS,KGS,26175,0.11
TEA,BELGIUM,KGS,1066109,3.47
TEA,BENIN,KGS,36476,0.22
TEA,BHUTAN,KGS,171879,0.7
TEA,BOTSWANA,KGS,1024,0.01
TEA,BRAZIL,KGS,2301,0.03
TEA,BRUNEI,KGS,1081,0
TEA,BULGARIA,KGS,1178,0.02
TEA,BURKINA FASO,KGS,671370,3.75
TEA,CAMBODIA,KGS,611,0
TEA,CAMEROON,KGS,16458,0.14
TEA,CANADA,KGS,2643098,12.54
TEA,CAYMAN IS,KGS,151,0
TEA,CHAD,KGS,60,0
TEA,CHILE,KGS,24520,0.06
TEA,CHINA P RP,KGS,9231688,23.93
TEA,COLOMBIA,KGS,86927,0.14
TEA,CONGO D. REP.,KGS,80817,0.13
TEA,CONGO P REP,KGS,49908,0.19
TEA,COSTA RICA,KGS,4150,0.03
TEA,COTE D' IVOIRE,KGS,236212,1.14
TEA,CROATIA,KGS,9165,0.02
TEA,CYPRUS,KGS,2412,0.01
TEA,CZECH REPUBLIC,KGS,10141,0.19
TEA,DENMARK,KGS,47110,0.51
TEA,DOMINIC REP,KGS,210,0
TEA,ECUADOR,KGS,1000,0
TEA,EGYPT A RP,KGS,13283924,26.61
TEA,ESTONIA,KGS,80645,0.24
TEA,ETHIOPIA,KGS,2,0
TEA,FIJI IS,KGS,6715,0.03
TEA,FINLAND,KGS,968867,2.89
TEA,FRANCE,KGS,235795,2.1
TEA,GABON,KGS,202,0
TEA,GAMBIA,KGS,326881,1.31
TEA,GEORGIA,KGS,561244,1.52
TEA,GERMANY,KGS,11702801,42.93
TEA,GHANA,KGS,512137,3.03
TEA,GREECE,KGS,25492,0.05
TEA,GUADELOUPE,KGS,60,0
TEA,GUATEMALA,KGS,20,0
TEA,GUINEA,KGS,119277,0.53
TEA,GUINEA BISSAU,KGS,25,0
TEA,GUYANA,KGS,3872,0.01
TEA,HAITI,KGS,115,0
TEA,HONG KONG,KGS,220609,0.94
TEA,HUNGARY,KGS,122,0
TEA,INDONESIA,KGS,1038608,1.7
TEA,IRAN,KGS,32810837,126.36
TEA,IRAQ,KGS,2671595,5.2
TEA,IRELAND,KGS,1956259,13.96
TEA,ISRAEL,KGS,75527,0.26
TEA,ITALY,KGS,1417405,11.21
TEA,JAMAICA,KGS,50,0
TEA,JAPAN,KGS,3775672,24.21
TEA,JORDAN,KGS,123135,0.47
TEA,KAZAKHSTAN,KGS,10097608,27.4
TEA,KENYA,KGS,1219847,2.28
TEA,KOREA DP RP,KGS,1700,0.07
TEA,KOREA RP,KGS,92515,1.25
TEA,KUWAIT,KGS,1135466,4.27
TEA,KYRGHYZSTAN,KGS,32838,0.18
TEA,LAO PD RP,KGS,47,0
TEA,LATVIA,KGS,44078,0.19
TEA,LEBANON,KGS,7443,0.06
TEA,LIBERIA,KGS,744,0
TEA,LIBYA,KGS,566142,2.31
TEA,LITHUANIA,KGS,30490,0.18
TEA,MACAO,KGS,32,0
TEA,MADAGASCAR,KGS,376,0
TEA,MALAWI,KGS,630,0
TEA,MALAYSIA,KGS,4213672,6.97
TEA,MALDIVES,KGS,11523,0.07
TEA,MALI,KGS,186077,1.03
TEA,MALTA,KGS,46,0
TEA,MAURITIUS,KGS,18611,0.09
TEA,MEXICO,KGS,20265,0.24
TEA,MOLDOVA,KGS,5104,0.02
TEA,MONGOLIA,KGS,2450,0.02
TEA,MOROCCO,KGS,157670,0.4
TEA,MOZAMBIQUE,KGS,1636,0.01
TEA,MYANMAR,KGS,11,0
TEA,NEPAL,KGS,201443,0.86
TEA,NETHERLAND,KGS,4456156,17.75
TEA,NETHERLANDANTIL,KGS,24385,0.06
TEA,NEW ZEALAND,KGS,281454,1.41
TEA,NIGER,KGS,661921,3.34
TEA,NIGERIA,KGS,418678,1.56
TEA,NORWAY,KGS,35182,0.26
TEA,OMAN,KGS,479708,1.99
TEA,PAKISTAN IR,KGS,16366445,23.65
TEA,PANAMA REPUBLIC,KGS,63,0
TEA,PAPUA N GNA,KGS,820,0
TEA,PARAGUAY,KGS,50,0
TEA,PERU,KGS,41,0
TEA,PHILIPPINES,KGS,221139,1.53
TEA,POLAND,KGS,6299378,15.24
TEA,PORTUGAL,KGS,18464,0.05
TEA,PUERTO RICO,KGS,63763,0.46
TEA,QATAR,KGS,1465314,5.55
TEA,REUNION,KGS,4446,0.03
TEA,ROMANIA,KGS,570,0
TEA,RUSSIA,KGS,50734043,120.83
TEA,RWANDA,KGS,20760,0.04
TEA,SAUDI ARAB,KGS,4874720,19.86
TEA,SENEGAL,KGS,233989,1.05
TEA,SERBIA,KGS,103447,1.13
TEA,SEYCHELLES,KGS,8303,0.04
TEA,SIERRA LEONE,KGS,176833,0.58
TEA,SINGAPORE,KGS,592315,3.08
TEA,SLOVAK REP,KGS,54,0
TEA,SLOVENIA,KGS,1550,0.03
TEA,SOMALIA,KGS,324,0
TEA,SOUTH AFRICA,KGS,123770,0.67
TEA,SOUTH SUDAN,KGS,5508,0.02
TEA,SPAIN,KGS,1014202,1.52
TEA,SRI LANKA DSR,KGS,4616392,9.48
TEA,ST KITT N A,KGS,1095,0.01
TEA,SUDAN,KGS,300,0
TEA,SURINAME,KGS,76481,0.33
TEA,SWAZILAND,KGS,606,0.01
TEA,SWEDEN,KGS,229481,1.33
TEA,SWITZERLAND,KGS,41360,0.46
TEA,SYRIA,KGS,324315,1.01
TEA,TAIWAN,KGS,2904965,5.96
TEA,TAJIKISTAN,KGS,480631,1.22
TEA,TANZANIA REP,KGS,4993,0.02
TEA,THAILAND,KGS,131452,1.28
TEA,TOGO,KGS,23055,0.11
TEA,TRINIDAD,KGS,13132,0.08
TEA,TUNISIA,KGS,4063042,6.53
TEA,TURKEY,KGS,1797601,4.17
TEA,TURKMENISTAN,KGS,182591,0.48
TEA,U ARAB EMTS,KGS,21667263,66.28
TEA,U K,KGS,17720414,55.81
TEA,U S A,KGS,15429435,64.34
TEA,UGANDA,KGS,1045,0.01
TEA,UKRAINE,KGS,3908199,9.02
TEA,UZBEKISTAN,KGS,320828,0.68
TEA,VENEZUELA,KGS,48,0
TEA,VIETNAM SOC REP,KGS,201341,0.84
TEA,YEMEN REPUBLC,KGS,27500,0.04
TEA,ZAMBIA,KGS,14292,0.07
COFFEE,ALBANIA,KGS,687600,1.49
COFFEE,ALGERIA,KGS,2497380,4.9
COFFEE,ARGENTINA,KGS,1560000,3.29
COFFEE,ARMENIA,KGS,44200,0.15
COFFEE,AUSTRALIA,KGS,7769761,20.1
COFFEE,AUSTRIA,KGS,14420,0.34
COFFEE,AZERBAIJAN,KGS,6900,0.07
COFFEE,BAHARAIN IS,KGS,89346,0.31
COFFEE,BANGLADESH PR,KGS,466973,3.77
COFFEE,BELARUS,KGS,474089,2.04
COFFEE,BELGIUM,KGS,18040576,55.93
COFFEE,BENIN,KGS,452876,3.77
COFFEE,BHUTAN,KGS,43251,0.33
COFFEE,BOTSWANA,KGS,25,0
COFFEE,BRUNEI,KGS,75,0
COFFEE,BULGARIA,KGS,134950,0.51
COFFEE,BURKINA FASO,KGS,82474,0.65
COFFEE,CAMEROON,KGS,131428,1.07
COFFEE,CANADA,KGS,1130335,2.78
COFFEE,CAPE VERDE IS,KGS,57000,0.14
COFFEE,CHILE,KGS,25,0
COFFEE,CHINA P RP,KGS,416699,1.95
COFFEE,CONGO D. REP.,KGS,25963,0.18
COFFEE,CONGO P REP,KGS,92055,0.87
COFFEE,COTE D' IVOIRE,KGS,67702,0.55
COFFEE,CROATIA,KGS,2269118,4.68
COFFEE,CYPRUS,KGS,19200,0.04
COFFEE,CZECH REPUBLIC,KGS,6373,0.05
COFFEE,DENMARK,KGS,1483239,2.75
COFFEE,EGYPT A RP,KGS,2737202,6.07
COFFEE,ESTONIA,KGS,349355,1.13
COFFEE,ETHIOPIA,KGS,778,0.01
COFFEE,FIJI IS,KGS,1260,0.02
COFFEE,FINLAND,KGS,1287759,7.07
COFFEE,FR POLYNESIA,KGS,26146,0.24
COFFEE,FRANCE,KGS,2638063,9.76
COFFEE,GABON,KGS,50828,0.37
COFFEE,GAMBIA,KGS,127182,0.98
COFFEE,GEORGIA,KGS,214174,0.95
COFFEE,GERMANY,KGS,37827500,93.83
COFFEE,GHANA,KGS,462779,3.87
COFFEE,GREECE,KGS,5587102,12.09
COFFEE,GUINEA,KGS,116834,0.91
COFFEE,GUINEA BISSAU,KGS,4044,0.03
COFFEE,HONG KONG,KGS,9459,0.04
COFFEE,HUNGARY,KGS,127713,0.7
COFFEE,INDONESIA,KGS,4499339,23.66
COFFEE,IRAN,KGS,1626635,4.32
COFFEE,IRAQ,KGS,208960,1.44
COFFEE,IRELAND,KGS,131,0
COFFEE,ISRAEL,KGS,4956422,12.79
COFFEE,ITALY,KGS,78164012,172.6
COFFEE,JAPAN,KGS,427958,2.26
COFFEE,JORDAN,KGS,10659632,29.63
COFFEE,KAZAKHSTAN,KGS,53361,0.38
COFFEE,KENYA,KGS,102148,0.68
COFFEE,KOREA RP,KGS,4469301,11.06
COFFEE,KUWAIT,KGS,6453272,20.22
COFFEE,KYRGHYZSTAN,KGS,20,0
COFFEE,LATVIA,KGS,373525,2.16
COFFEE,LEBANON,KGS,521200,1.22
COFFEE,LIBERIA,KGS,140,0
COFFEE,LIBYA,KGS,10464249,23.53
COFFEE,LITHUANIA,KGS,193182,1.33
COFFEE,MADAGASCAR,KGS,70,0
COFFEE,MALAYSIA,KGS,2828893,15.22
COFFEE,MALDIVES,KGS,4417,0.03
COFFEE,MALI,KGS,365936,2.74
COFFEE,MAURITANIA,KGS,292329,2.4
COFFEE,MAURITIUS,KGS,106,0
COFFEE,MEXICO,KGS,4453800,9.09
COFFEE,MOLDOVA,KGS,9208,0.1
COFFEE,MONTENEGRO,KGS,1461190,3.08
COFFEE,MOROCCO,KGS,2181658,4.65
COFFEE,MYANMAR,KGS,198500,1.05
COFFEE,NEPAL,KGS,309080,3.24
COFFEE,NETHERLAND,KGS,2613327,7.98
COFFEE,NETHERLANDANTIL,KGS,25,0
COFFEE,NEW CALEDONIA,KGS,57600,0.15
COFFEE,NEW ZEALAND,KGS,422164,1.2
COFFEE,NIGER,KGS,430429,3.87
COFFEE,NIGERIA,KGS,437476,2.98
COFFEE,NORWAY,KGS,144836,0.65
COFFEE,OMAN,KGS,1259339,3.09
COFFEE,PAKISTAN IR,KGS,8877,0.05
COFFEE,PANAMA REPUBLIC,KGS,2,0
COFFEE,PAPUA N GNA,KGS,1973,0.01
COFFEE,PERU,KGS,13020,0.03
COFFEE,PHILIPPINES,KGS,37850,0.27
COFFEE,POLAND,KGS,7192157,34.13
COFFEE,PORTUGAL,KGS,3754780,7.8
COFFEE,QATAR,KGS,404503,1.31
COFFEE,ROMANIA,KGS,929000,2.78
COFFEE,RUSSIA,KGS,13392085,68.62
COFFEE,SAUDI ARAB,KGS,4679141,14.45
COFFEE,SENEGAL,KGS,772686,5.78
COFFEE,SERBIA,KGS,4000,0.08
COFFEE,SEYCHELLES,KGS,370,0
COFFEE,SIERRA LEONE,KGS,17200,0.14
COFFEE,SINGAPORE,KGS,723407,4.56
COFFEE,SLOVAK REP,KGS,17505,0.09
COFFEE,SLOVENIA,KGS,8999606,18.31
COFFEE,SOUTH AFRICA,KGS,641136,1.42
COFFEE,SPAIN,KGS,9507676,20.84
COFFEE,SRI LANKA DSR,KGS,100336,0.36
COFFEE,SUDAN,KGS,15354,0.14
COFFEE,SWEDEN,KGS,434700,1.24
COFFEE,SWITZERLAND,KGS,1336743,4.4
COFFEE,SYRIA,KGS,2753645,7.26
COFFEE,TAIWAN,KGS,1756583,6.48
COFFEE,TAJIKISTAN,KGS,4620,0.05
COFFEE,TANZANIA REP,KGS,112,0
COFFEE,THAILAND,KGS,3499,0.03
COFFEE,TOGO,KGS,512762,4.3
COFFEE,TRINIDAD,KGS,108,0
COFFEE,TUNISIA,KGS,5611223,11.87
COFFEE,TURKEY,KGS,7092613,41.8
COFFEE,TURKMENISTAN,KGS,90613,0.81
COFFEE,U ARAB EMTS,KGS,2847130,9.16
COFFEE,U K,KGS,2502510,8.96
COFFEE,U S A,KGS,5801454,48.88
COFFEE,UGANDA,KGS,220,0
COFFEE,UKRAINE,KGS,4259034,15.61
COFFEE,UZBEKISTAN,KGS,195409,1.03
COFFEE,VIETNAM SOC REP,KGS,1136664,5.9
COFFEE,ZAMBIA,KGS,586,0
RICE -BASMOTI,AFGHANISTAN,TON,1,0
RICE -BASMOTI,ALGERIA,TON,6320,6.86
RICE -BASMOTI,ANGOLA,TON,1030,1.17
RICE -BASMOTI,ARGENTINA,TON,75,0.12
RICE -BASMOTI,ARMENIA,TON,93,0.1
RICE -BASMOTI,AUSTRALIA,TON,32383,39.8
RICE -BASMOTI,AUSTRIA,TON,749,0.91
RICE -BASMOTI,AZERBAIJAN,TON,5479,5.2
RICE -BASMOTI,BAHARAIN IS,TON,31404,34.58
RICE -BASMOTI,BANGLADESH PR,TON,4602,3.41
RICE -BASMOTI,BELARUS,TON,4,0.01
RICE -BASMOTI,BELGIUM,TON,40061,40.93
RICE -BASMOTI,BENIN,TON,1880,1.73
RICE -BASMOTI,BHUTAN,TON,90,0.07
RICE -BASMOTI,BOTSWANA,TON,386,0.46
RICE -BASMOTI,BRAZIL,TON,20,0.03
RICE -BASMOTI,BRUNEI,TON,418,0.49
RICE -BASMOTI,BULGARIA,TON,122,0.13
RICE -BASMOTI,BURKINA FASO,TON,821,0.77
RICE -BASMOTI,C AFRI REP,TON,857,0.89
RICE -BASMOTI,CAMBODIA,TON,10,0.01
RICE -BASMOTI,CAMEROON,TON,206,0.22
RICE -BASMOTI,CANADA,TON,41234,47.87
RICE -BASMOTI,CAYMAN IS,TON,17,0.02
RICE -BASMOTI,CHILE,TON,185,0.22
RICE -BASMOTI,CHINA P RP,TON,52,0.05
RICE -BASMOTI,COLOMBIA,TON,60,0.07
RICE -BASMOTI,COMOROS,TON,361,0.39
RICE -BASMOTI,CONGO D. REP.,TON,55,0.05
RICE -BASMOTI,CONGO P REP,TON,204,0.27
RICE -BASMOTI,COSTA RICA,TON,14,0.02
RICE -BASMOTI,COTE D' IVOIRE,TON,1857,1.93
RICE -BASMOTI,CROATIA,TON,133,0.13
RICE -BASMOTI,CYPRUS,TON,756,0.79
RICE -BASMOTI,CZECH REPUBLIC,TON,238,0.22
RICE -BASMOTI,DENMARK,TON,790,0.79
RICE -BASMOTI,DJIBOUTI,TON,2485,2.41
RICE -BASMOTI,DOMINIC REP,TON,0,0
RICE -BASMOTI,EGYPT A RP,TON,13845,13.22
RICE -BASMOTI,EQUTL GUINEA,TON,86,0.11
RICE -BASMOTI,ESTONIA,TON,41,0.04
RICE -BASMOTI,ETHIOPIA,TON,5220,4.72
RICE -BASMOTI,FIJI IS,TON,370,0.41
RICE -BASMOTI,FINLAND,TON,353,0.39
RICE -BASMOTI,FRANCE,TON,20940,19.33
RICE -BASMOTI,GABON,TON,117,0.11
RICE -BASMOTI,GAMBIA,TON,84,0.1
RICE -BASMOTI,GEORGIA,TON,17874,16.57
RICE -BASMOTI,GERMANY,TON,11641,13.96
RICE -BASMOTI,GHANA,TON,623,0.53
RICE -BASMOTI,GREECE,TON,3515,3.42
RICE -BASMOTI,GUADELOUPE,TON,1362,1.16
RICE -BASMOTI,GUINEA,TON,97,0.1
RICE -BASMOTI,GUINEA BISSAU,TON,0,0
RICE -BASMOTI,HAITI,TON,251,0.21
RICE -BASMOTI,HONG KONG,TON,1057,1.27
RICE -BASMOTI,HUNGARY,TON,256,0.27
RICE -BASMOTI,INDONESIA,TON,143,0.14
RICE -BASMOTI,IRAN,TON,877420,904.73
RICE -BASMOTI,IRAQ,TON,429965,435.52
RICE -BASMOTI,IRELAND,TON,797,0.89
RICE -BASMOTI,ISRAEL,TON,35628,38.45
RICE -BASMOTI,ITALY,TON,45322,42.55
RICE -BASMOTI,JAMAICA,TON,369,0.57
RICE -BASMOTI,JAPAN,TON,390,0.52
RICE -BASMOTI,JORDAN,TON,52060,52.73
RICE -BASMOTI,KAZAKHSTAN,TON,96,0.11
RICE -BASMOTI,KENYA,TON,5923,5.72
RICE -BASMOTI,KOREA RP,TON,245,0.27
RICE -BASMOTI,KUWAIT,TON,166873,177.91
RICE -BASMOTI,KYRGHYZSTAN,TON,434,0.47
RICE -BASMOTI,LATVIA,TON,70,0.08
RICE -BASMOTI,LEBANON,TON,12767,13.45
RICE -BASMOTI,LIBERIA,TON,39,0.05
RICE -BASMOTI,LIBYA,TON,296,0.34
RICE -BASMOTI,LITHUANIA,TON,117,0.13
RICE -BASMOTI,MACAO,TON,1,0
RICE -BASMOTI,MADAGASCAR,TON,142,0.14
RICE -BASMOTI,MALAWI,TON,7,0.01
RICE -BASMOTI,MALAYSIA,TON,32316,32.97
RICE -BASMOTI,MALDIVES,TON,1738,2
RICE -BASMOTI,MALI,TON,1349,1.38
RICE -BASMOTI,MALTA,TON,186,0.21
RICE -BASMOTI,MARTINIQUE,TON,99,0.12
RICE -BASMOTI,MAURITANIA,TON,3668,3.41
RICE -BASMOTI,MAURITIUS,TON,33075,36.48
RICE -BASMOTI,MEXICO,TON,381,0.39
RICE -BASMOTI,MONGOLIA,TON,6,0.01
RICE -BASMOTI,MONTENEGRO,TON,47,0.04
RICE -BASMOTI,MOROCCO,TON,410,0.5
RICE -BASMOTI,MOZAMBIQUE,TON,1169,1.34
RICE -BASMOTI,NAMIBIA,TON,22,0.03
RICE -BASMOTI,NEPAL,TON,2881,2.62
RICE -BASMOTI,NETHERLAND,TON,69884,63.26
RICE -BASMOTI,NETHERLANDANTIL,TON,58,0.07
RICE -BASMOTI,NEW ZEALAND,TON,4806,5.27
RICE -BASMOTI,NIGER,TON,276,0.3
RICE -BASMOTI,NIGERIA,TON,2067,2.49
RICE -BASMOTI,NORWAY,TON,1283,1.7
RICE -BASMOTI,OMAN,TON,78085,89.64
RICE -BASMOTI,PAKISTAN IR,TON,288,0.32
RICE -BASMOTI,PANAMA REPUBLIC,TON,0,0
RICE -BASMOTI,PAPUA N GNA,TON,4,0.01
RICE -BASMOTI,PHILIPPINES,TON,198,0.27
RICE -BASMOTI,POLAND,TON,3601,2.88
RICE -BASMOTI,PORTUGAL,TON,5820,5.24
RICE -BASMOTI,QATAR,TON,81101,82.08
RICE -BASMOTI,REUNION,TON,11005,10.59
RICE -BASMOTI,ROMANIA,TON,132,0.13
RICE -BASMOTI,RUSSIA,TON,2696,2.85
RICE -BASMOTI,RWANDA,TON,155,0.15
RICE -BASMOTI,SAUDI ARAB,TON,792480,829.61
RICE -BASMOTI,SENEGAL,TON,96,0.12
RICE -BASMOTI,SEYCHELLES,TON,4789,4.18
RICE -BASMOTI,SIERRA LEONE,TON,3,0
RICE -BASMOTI,SINGAPORE,TON,12347,15.04
RICE -BASMOTI,SLOVENIA,TON,292,0.47
RICE -BASMOTI,SOMALIA,TON,7304,6.81
RICE -BASMOTI,SOUTH AFRICA,TON,14541,16.38
RICE -BASMOTI,SPAIN,TON,3104,3.13
RICE -BASMOTI,SRI LANKA DSR,TON,953,0.98
RICE -BASMOTI,SUDAN,TON,3892,3.99
RICE -BASMOTI,SURINAME,TON,5,0.01
RICE -BASMOTI,SWEDEN,TON,7776,8.23
RICE -BASMOTI,SWITZERLAND,TON,3138,4.57
RICE -BASMOTI,SYRIA,TON,14530,14.29
RICE -BASMOTI,TAIWAN,TON,82,0.11
RICE -BASMOTI,TANZANIA REP,TON,6193,6.1
RICE -BASMOTI,THAILAND,TON,970,1.11
RICE -BASMOTI,TOGO,TON,222,0.23
RICE -BASMOTI,TRINIDAD,TON,180,0.23
RICE -BASMOTI,TUNISIA,TON,590,0.57
RICE -BASMOTI,TURKEY,TON,55639,51.64
RICE -BASMOTI,TURKMENISTAN,TON,658,0.55
RICE -BASMOTI,U ARAB EMTS,TON,429324,437.66
RICE -BASMOTI,U K,TON,180509,159.17
RICE -BASMOTI,U S A,TON,126792,149.01
RICE -BASMOTI,UGANDA,TON,236,0.25
RICE -BASMOTI,UKRAINE,TON,1264,1.3
RICE -BASMOTI,UNSPECIFIED,TON,26,0.03
RICE -BASMOTI,URUGUAY,TON,2,0
RICE -BASMOTI,VIETNAM SOC REP,TON,32,0.04
RICE -BASMOTI,YEMEN REPUBLC,TON,167687,161.04
RICE -BASMOTI,ZAMBIA,TON,53,0.05
RICE -BASMOTI,ZIMBABWE,TON,44,0.05
RICE(OTHER THAN BASMOTI),AFGHANISTAN,TON,301,0.28
RICE(OTHER THAN BASMOTI),ALBANIA,TON,80,0.03
RICE(OTHER THAN BASMOTI),ALGERIA,TON,28377,11.64
RICE(OTHER THAN BASMOTI),ANGOLA,TON,17092,6.42
RICE(OTHER THAN BASMOTI),AUSTRALIA,TON,6821,5.49
RICE(OTHER THAN BASMOTI),AUSTRIA,TON,94,0.08
RICE(OTHER THAN BASMOTI),AZERBAIJAN,TON,90,0.05
RICE(OTHER THAN BASMOTI),BAHARAIN IS,TON,19742,11.27
RICE(OTHER THAN BASMOTI),BANGLADESH PR,TON,2037980,835.39
RICE(OTHER THAN BASMOTI),BELARUS,TON,325,0.13
RICE(OTHER THAN BASMOTI),BELGIUM,TON,3164,1.82
RICE(OTHER THAN BASMOTI),BENIN,TON,778779,314.19
RICE(OTHER THAN BASMOTI),BHUTAN,TON,4415,1.75
RICE(OTHER THAN BASMOTI),BOSNIA-HRZGOVIN,TON,50,0.02
RICE(OTHER THAN BASMOTI),BOTSWANA,TON,28,0.03
RICE(OTHER THAN BASMOTI),BRAZIL,TON,100,0.04
RICE(OTHER THAN BASMOTI),BRUNEI,TON,1573,0.92
RICE(OTHER THAN BASMOTI),BULGARIA,TON,489,0.22
RICE(OTHER THAN BASMOTI),BURKINA FASO,TON,20046,7.7
RICE(OTHER THAN BASMOTI),BURUNDI,TON,2997,1.19
RICE(OTHER THAN BASMOTI),CAMBODIA,TON,8,0
RICE(OTHER THAN BASMOTI),CAMEROON,TON,47139,19.02
RICE(OTHER THAN BASMOTI),CANADA,TON,4499,3.24
RICE(OTHER THAN BASMOTI),CAYMAN IS,TON,6,0.01
RICE(OTHER THAN BASMOTI),CHILE,TON,37,0.02
RICE(OTHER THAN BASMOTI),CHINA P RP,TON,94,0.05
RICE(OTHER THAN BASMOTI),CONGO D. REP.,TON,135,0.06
RICE(OTHER THAN BASMOTI),CONGO P REP,TON,2320,0.99
RICE(OTHER THAN BASMOTI),COTE D' IVOIRE,TON,398490,148.95
RICE(OTHER THAN BASMOTI),CROATIA,TON,120,0.05
RICE(OTHER THAN BASMOTI),CYPRUS,TON,10,0.01
RICE(OTHER THAN BASMOTI),DENMARK,TON,156,0.11
RICE(OTHER THAN BASMOTI),DJIBOUTI,TON,220017,80.19
RICE(OTHER THAN BASMOTI),EGYPT A RP,TON,6354,4.06
RICE(OTHER THAN BASMOTI),EQUTL GUINEA,TON,1234,0.55
RICE(OTHER THAN BASMOTI),ERITREA,TON,494,0.22
RICE(OTHER THAN BASMOTI),ETHIOPIA,TON,58739,21.52
RICE(OTHER THAN BASMOTI),FIJI IS,TON,14,0.01
RICE(OTHER THAN BASMOTI),FRANCE,TON,1477,1.07
RICE(OTHER THAN BASMOTI),GABON,TON,620,0.31
RICE(OTHER THAN BASMOTI),GAMBIA,TON,26529,9.05
RICE(OTHER THAN BASMOTI),GEORGIA,TON,1124,0.54
RICE(OTHER THAN BASMOTI),GERMANY,TON,1218,0.9
RICE(OTHER THAN BASMOTI),GHANA,TON,77438,30.37
RICE(OTHER THAN BASMOTI),GREECE,TON,269,0.11
RICE(OTHER THAN BASMOTI),GUAM,TON,78,0.03
RICE(OTHER THAN BASMOTI),GUINEA,TON,461978,173.81
RICE(OTHER THAN BASMOTI),GUINEA BISSAU,TON,7936,3.13
RICE(OTHER THAN BASMOTI),HAITI,TON,450,0.25
RICE(OTHER THAN BASMOTI),HONG KONG,TON,286,0.21
RICE(OTHER THAN BASMOTI),INDONESIA,TON,39033,14.27
RICE(OTHER THAN BASMOTI),IRAN,TON,68476,44.95
RICE(OTHER THAN BASMOTI),IRAQ,TON,77328,50.2
RICE(OTHER THAN BASMOTI),IRELAND,TON,400,0.32
RICE(OTHER THAN BASMOTI),ISRAEL,TON,3050,1.82
RICE(OTHER THAN BASMOTI),ITALY,TON,2537,1.96
RICE(OTHER THAN BASMOTI),JAMAICA,TON,10,0.01
RICE(OTHER THAN BASMOTI),JAPAN,TON,94,0.09
RICE(OTHER THAN BASMOTI),JORDAN,TON,11157,4.85
RICE(OTHER THAN BASMOTI),KENYA,TON,10694,5.28
RICE(OTHER THAN BASMOTI),KOREA RP,TON,1,0
RICE(OTHER THAN BASMOTI),KUWAIT,TON,36929,22.29
RICE(OTHER THAN BASMOTI),KYRGHYZSTAN,TON,12,0.01
RICE(OTHER THAN BASMOTI),LATVIA,TON,2,0
RICE(OTHER THAN BASMOTI),LEBANON,TON,10439,4.44
RICE(OTHER THAN BASMOTI),LESOTHO,TON,500,0.26
RICE(OTHER THAN BASMOTI),LIBERIA,TON,264154,100.2
RICE(OTHER THAN BASMOTI),LIBYA,TON,53736,23.29
RICE(OTHER THAN BASMOTI),LITHUANIA,TON,590,0.25
RICE(OTHER THAN BASMOTI),MADAGASCAR,TON,184280,65.16
RICE(OTHER THAN BASMOTI),MALAWI,TON,123,0.07
RICE(OTHER THAN BASMOTI),MALAYSIA,TON,9149,6.09
RICE(OTHER THAN BASMOTI),MALDIVES,TON,21624,9.05
RICE(OTHER THAN BASMOTI),MALI,TON,2821,1.26
RICE(OTHER THAN BASMOTI),MAURITANIA,TON,592,0.33
RICE(OTHER THAN BASMOTI),MAURITIUS,TON,8441,3.7
RICE(OTHER THAN BASMOTI),MEXICO,TON,47,0.02
RICE(OTHER THAN BASMOTI),MOLDOVA,TON,201,0.08
RICE(OTHER THAN BASMOTI),MONTENEGRO,TON,100,0.04
RICE(OTHER THAN BASMOTI),MOROCCO,TON,4554,1.89
RICE(OTHER THAN BASMOTI),MOZAMBIQUE,TON,2068,0.8
RICE(OTHER THAN BASMOTI),NAMIBIA,TON,12929,5.34
RICE(OTHER THAN BASMOTI),NEPAL,TON,624860,240.4
RICE(OTHER THAN BASMOTI),NETHERLAND,TON,11460,8.95
RICE(OTHER THAN BASMOTI),NETHERLANDANTIL,TON,1,0
RICE(OTHER THAN BASMOTI),NEW ZEALAND,TON,1249,1.02
RICE(OTHER THAN BASMOTI),NIGER,TON,101437,39.94
RICE(OTHER THAN BASMOTI),NIGERIA,TON,1376,0.59
RICE(OTHER THAN BASMOTI),NORWAY,TON,104,0.07
RICE(OTHER THAN BASMOTI),OMAN,TON,64069,34.88
RICE(OTHER THAN BASMOTI),PAKISTAN IR,TON,0,0
RICE(OTHER THAN BASMOTI),PAPUA N GNA,TON,0,0
RICE(OTHER THAN BASMOTI),PARAGUAY,TON,4,0.01
RICE(OTHER THAN BASMOTI),PHILIPPINES,TON,6674,15.62
RICE(OTHER THAN BASMOTI),POLAND,TON,4,0
RICE(OTHER THAN BASMOTI),PORTUGAL,TON,25,0.02
RICE(OTHER THAN BASMOTI),QATAR,TON,97444,54.05
