COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE(US$ million)
"PAPER, PAPER BOARD AND PRODUCT",IRAQ,N .A,NA,3.03
"PAPER, PAPER BOARD AND PRODUCT",IRELAND,N .A,NA,1.64
"PAPER, PAPER BOARD AND PRODUCT",ISRAEL,N .A,NA,16.16
"PAPER, PAPER BOARD AND PRODUCT",ITALY,N .A,NA,12.97
"PAPER, PAPER BOARD AND PRODUCT",JAMAICA,N .A,NA,0.41
"PAPER, PAPER BOARD AND PRODUCT",JAPAN,N .A,NA,0.56
"PAPER, PAPER BOARD AND PRODUCT",JORDAN,N .A,NA,8.66
"PAPER, PAPER BOARD AND PRODUCT",KAZAKHSTAN,N .A,NA,0.08
"PAPER, PAPER BOARD AND PRODUCT",KENYA,N .A,NA,63.85
"PAPER, PAPER BOARD AND PRODUCT",KOREA DP RP,N .A,NA,0.01
"PAPER, PAPER BOARD AND PRODUCT",KOREA RP,N .A,NA,2.08
"PAPER, PAPER BOARD AND PRODUCT",KUWAIT,N .A,NA,12.23
"PAPER, PAPER BOARD AND PRODUCT",KYRGHYZSTAN,N .A,NA,0.01
"PAPER, PAPER BOARD AND PRODUCT",LAO PD RP,N .A,NA,0.14
"PAPER, PAPER BOARD AND PRODUCT",LATVIA,N .A,NA,0.38
"PAPER, PAPER BOARD AND PRODUCT",LEBANON,N .A,NA,3.14
"PAPER, PAPER BOARD AND PRODUCT",LIBERIA,N .A,NA,1.84
"PAPER, PAPER BOARD AND PRODUCT",LIBYA,N .A,NA,0.32
"PAPER, PAPER BOARD AND PRODUCT",LITHUANIA,N .A,NA,0.5
"PAPER, PAPER BOARD AND PRODUCT",LUXEMBOURG,N .A,NA,0.09
"PAPER, PAPER BOARD AND PRODUCT",MACAO,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",MACEDONIA,N .A,NA,0.02
"PAPER, PAPER BOARD AND PRODUCT",MADAGASCAR,N .A,NA,3.1
"PAPER, PAPER BOARD AND PRODUCT",MALAWI,N .A,NA,1.69
"PAPER, PAPER BOARD AND PRODUCT",MALAYSIA,N .A,NA,15.63
"PAPER, PAPER BOARD AND PRODUCT",MALDIVES,N .A,NA,2.31
"PAPER, PAPER BOARD AND PRODUCT",MALI,N .A,NA,1.62
"PAPER, PAPER BOARD AND PRODUCT",MALTA,N .A,NA,0.22
"PAPER, PAPER BOARD AND PRODUCT",MARSHALL ISLAND,N .A,NA,0.02
"PAPER, PAPER BOARD AND PRODUCT",MARTINIQUE,N .A,NA,0.06
"PAPER, PAPER BOARD AND PRODUCT",MAURITANIA,N .A,NA,0.08
"PAPER, PAPER BOARD AND PRODUCT",MAURITIUS,N .A,NA,4.09
"PAPER, PAPER BOARD AND PRODUCT",MEXICO,N .A,NA,11.75
"PAPER, PAPER BOARD AND PRODUCT",MONGOLIA,N .A,NA,0.01
"PAPER, PAPER BOARD AND PRODUCT",MONTENEGRO,N .A,NA,0.03
"PAPER, PAPER BOARD AND PRODUCT",MOROCCO,N .A,NA,0.49
"PAPER, PAPER BOARD AND PRODUCT",MOZAMBIQUE,N .A,NA,6.58
"PAPER, PAPER BOARD AND PRODUCT",MYANMAR,N .A,NA,5.05
"PAPER, PAPER BOARD AND PRODUCT",NAMIBIA,N .A,NA,0.04
"PAPER, PAPER BOARD AND PRODUCT",NEPAL,N .A,NA,117.47
"PAPER, PAPER BOARD AND PRODUCT",NETHERLAND,N .A,NA,13.41
"PAPER, PAPER BOARD AND PRODUCT",NETHERLANDANTIL,N .A,NA,0.08
"PAPER, PAPER BOARD AND PRODUCT",NEW CALEDONIA,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",NEW ZEALAND,N .A,NA,1.67
"PAPER, PAPER BOARD AND PRODUCT",NICARAGUA,N .A,NA,2.55
"PAPER, PAPER BOARD AND PRODUCT",NIGER,N .A,NA,0.01
"PAPER, PAPER BOARD AND PRODUCT",NIGERIA,N .A,NA,63.51
"PAPER, PAPER BOARD AND PRODUCT",NORFOLK IS,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",NORWAY,N .A,NA,2.67
"PAPER, PAPER BOARD AND PRODUCT",OMAN,N .A,NA,10.27
"PAPER, PAPER BOARD AND PRODUCT",PAKISTAN IR,N .A,NA,1.16
"PAPER, PAPER BOARD AND PRODUCT",PANAMA REPUBLIC,N .A,NA,3.21
"PAPER, PAPER BOARD AND PRODUCT",PAPUA N GNA,N .A,NA,0.13
"PAPER, PAPER BOARD AND PRODUCT",PARAGUAY,N .A,NA,0.15
"PAPER, PAPER BOARD AND PRODUCT",PERU,N .A,NA,0.9
"PAPER, PAPER BOARD AND PRODUCT",PHILIPPINES,N .A,NA,9.03
"PAPER, PAPER BOARD AND PRODUCT",POLAND,N .A,NA,1.56
"PAPER, PAPER BOARD AND PRODUCT",PORTUGAL,N .A,NA,2.33
"PAPER, PAPER BOARD AND PRODUCT",PUERTO RICO,N .A,NA,2.4
"PAPER, PAPER BOARD AND PRODUCT",QATAR,N .A,NA,15.7
"PAPER, PAPER BOARD AND PRODUCT",REUNION,N .A,NA,0.97
"PAPER, PAPER BOARD AND PRODUCT",ROMANIA,N .A,NA,1.02
"PAPER, PAPER BOARD AND PRODUCT",RUSSIA,N .A,NA,3.99
"PAPER, PAPER BOARD AND PRODUCT",RWANDA,N .A,NA,1.61
"PAPER, PAPER BOARD AND PRODUCT",SAMOA,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",SAO TOME,N .A,NA,0.09
"PAPER, PAPER BOARD AND PRODUCT",SAUDI ARAB,N .A,NA,42.92
"PAPER, PAPER BOARD AND PRODUCT",SENEGAL,N .A,NA,1.52
"PAPER, PAPER BOARD AND PRODUCT",SERBIA,N .A,NA,0.09
"PAPER, PAPER BOARD AND PRODUCT",SEYCHELLES,N .A,NA,0.36
"PAPER, PAPER BOARD AND PRODUCT",SIERRA LEONE,N .A,NA,0.4
"PAPER, PAPER BOARD AND PRODUCT",SINGAPORE,N .A,NA,22.6
"PAPER, PAPER BOARD AND PRODUCT",SLOVAK REP,N .A,NA,0.01
"PAPER, PAPER BOARD AND PRODUCT",SLOVENIA,N .A,NA,0.45
"PAPER, PAPER BOARD AND PRODUCT",SOMALIA,N .A,NA,1.4
"PAPER, PAPER BOARD AND PRODUCT",SOUTH AFRICA,N .A,NA,32.14
"PAPER, PAPER BOARD AND PRODUCT",SOUTH SUDAN,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",SPAIN,N .A,NA,3.59
"PAPER, PAPER BOARD AND PRODUCT",SRI LANKA DSR,N .A,NA,105.68
"PAPER, PAPER BOARD AND PRODUCT",ST KITT N A,N .A,NA,0.02
"PAPER, PAPER BOARD AND PRODUCT",ST LUCIA,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",ST VINCENT,N .A,NA,0.02
"PAPER, PAPER BOARD AND PRODUCT",SUDAN,N .A,NA,18.07
"PAPER, PAPER BOARD AND PRODUCT",SURINAME,N .A,NA,0.12
"PAPER, PAPER BOARD AND PRODUCT",SWAZILAND,N .A,NA,0.05
"PAPER, PAPER BOARD AND PRODUCT",SWEDEN,N .A,NA,1.59
"PAPER, PAPER BOARD AND PRODUCT",SWITZERLAND,N .A,NA,1.44
"PAPER, PAPER BOARD AND PRODUCT",SYRIA,N .A,NA,1.43
"PAPER, PAPER BOARD AND PRODUCT",TAIWAN,N .A,NA,1.52
"PAPER, PAPER BOARD AND PRODUCT",TAJIKISTAN,N .A,NA,0.08
"PAPER, PAPER BOARD AND PRODUCT",TANZANIA REP,N .A,NA,19.3
"PAPER, PAPER BOARD AND PRODUCT",THAILAND,N .A,NA,22.12
"PAPER, PAPER BOARD AND PRODUCT",TIMOR-LESTE,N .A,NA,0.01
"PAPER, PAPER BOARD AND PRODUCT",TOGO,N .A,NA,2.3
"PAPER, PAPER BOARD AND PRODUCT",TRINIDAD,N .A,NA,1.04
"PAPER, PAPER BOARD AND PRODUCT",TUNISIA,N .A,NA,1.1
"PAPER, PAPER BOARD AND PRODUCT",TURKEY,N .A,NA,20.92
"PAPER, PAPER BOARD AND PRODUCT",TURKMENISTAN,N .A,NA,0.23
"PAPER, PAPER BOARD AND PRODUCT",U ARAB EMTS,N .A,NA,168.26
"PAPER, PAPER BOARD AND PRODUCT",U K,N .A,NA,70.48
"PAPER, PAPER BOARD AND PRODUCT",U S A,N .A,NA,109.96
"PAPER, PAPER BOARD AND PRODUCT",UGANDA,N .A,NA,14.25
"PAPER, PAPER BOARD AND PRODUCT",UKRAINE,N .A,NA,2.64
"PAPER, PAPER BOARD AND PRODUCT",UNSPECIFIED,N .A,NA,0.04
"PAPER, PAPER BOARD AND PRODUCT",URUGUAY,N .A,NA,0.1
"PAPER, PAPER BOARD AND PRODUCT",UZBEKISTAN,N .A,NA,0.13
"PAPER, PAPER BOARD AND PRODUCT",VANUATU REP,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",VENEZUELA,N .A,NA,0.52
"PAPER, PAPER BOARD AND PRODUCT",VIETNAM SOC REP,N .A,NA,34.69
"PAPER, PAPER BOARD AND PRODUCT",VIRGIN IS US,N .A,NA,0
"PAPER, PAPER BOARD AND PRODUCT",YEMEN REPUBLC,N .A,NA,7.32
"PAPER, PAPER BOARD AND PRODUCT",ZAMBIA,N .A,NA,6.17
"PAPER, PAPER BOARD AND PRODUCT",ZIMBABWE,N .A,NA,1.02
PLYWOOD AND ALLIED PRODUCTS,AFGHANISTAN,N .A,NA,0.13
PLYWOOD AND ALLIED PRODUCTS,ALGERIA,N .A,NA,0.11
PLYWOOD AND ALLIED PRODUCTS,ANDORRA,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,ANGOLA,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,ANTIGUA,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,ARGENTINA,N .A,NA,0.64
PLYWOOD AND ALLIED PRODUCTS,ARMENIA,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,ARUBA,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,AUSTRALIA,N .A,NA,25.53
PLYWOOD AND ALLIED PRODUCTS,AUSTRIA,N .A,NA,1.83
PLYWOOD AND ALLIED PRODUCTS,AZERBAIJAN,N .A,NA,0.09
PLYWOOD AND ALLIED PRODUCTS,BAHAMAS,N .A,NA,0.31
PLYWOOD AND ALLIED PRODUCTS,BAHARAIN IS,N .A,NA,3.61
PLYWOOD AND ALLIED PRODUCTS,BANGLADESH PR,N .A,NA,3.31
PLYWOOD AND ALLIED PRODUCTS,BARBADOS,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,BELARUS,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,BELGIUM,N .A,NA,12.58
PLYWOOD AND ALLIED PRODUCTS,BELIZE,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,BENIN,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,BERMUDA,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,BHUTAN,N .A,NA,1.19
PLYWOOD AND ALLIED PRODUCTS,BOLIVIA,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,BOSNIA-HRZGOVIN,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,BOTSWANA,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,BR VIRGN IS,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,BRAZIL,N .A,NA,1.27
PLYWOOD AND ALLIED PRODUCTS,BRUNEI,N .A,NA,0.03
PLYWOOD AND ALLIED PRODUCTS,BULGARIA,N .A,NA,0.08
PLYWOOD AND ALLIED PRODUCTS,BURKINA FASO,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,BURUNDI,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,CAMBODIA,N .A,NA,0.25
PLYWOOD AND ALLIED PRODUCTS,CAMEROON,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,CANADA,N .A,NA,26.09
PLYWOOD AND ALLIED PRODUCTS,CAYMAN IS,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,CHAD,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,CHILE,N .A,NA,2.06
PLYWOOD AND ALLIED PRODUCTS,CHINA P RP,N .A,NA,6.83
PLYWOOD AND ALLIED PRODUCTS,COLOMBIA,N .A,NA,0.47
PLYWOOD AND ALLIED PRODUCTS,COMOROS,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,CONGO D. REP.,N .A,NA,0.17
PLYWOOD AND ALLIED PRODUCTS,CONGO P REP,N .A,NA,0.1
PLYWOOD AND ALLIED PRODUCTS,COOK IS,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,COSTA RICA,N .A,NA,0.17
PLYWOOD AND ALLIED PRODUCTS,COTE D' IVOIRE,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,CROATIA,N .A,NA,0.11
PLYWOOD AND ALLIED PRODUCTS,CYPRUS,N .A,NA,0.18
PLYWOOD AND ALLIED PRODUCTS,CZECH REPUBLIC,N .A,NA,0.59
PLYWOOD AND ALLIED PRODUCTS,DENMARK,N .A,NA,5.17
PLYWOOD AND ALLIED PRODUCTS,DJIBOUTI,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,DOMINIC REP,N .A,NA,0.28
PLYWOOD AND ALLIED PRODUCTS,ECUADOR,N .A,NA,0.27
PLYWOOD AND ALLIED PRODUCTS,EGYPT A RP,N .A,NA,1.69
PLYWOOD AND ALLIED PRODUCTS,EL SALVADOR,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,EQUTL GUINEA,N .A,NA,0.07
PLYWOOD AND ALLIED PRODUCTS,ESTONIA,N .A,NA,0.27
PLYWOOD AND ALLIED PRODUCTS,ETHIOPIA,N .A,NA,0.23
PLYWOOD AND ALLIED PRODUCTS,FIJI IS,N .A,NA,0.09
PLYWOOD AND ALLIED PRODUCTS,FINLAND,N .A,NA,1
PLYWOOD AND ALLIED PRODUCTS,FR GUIANA,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,FR POLYNESIA,N .A,NA,0.11
PLYWOOD AND ALLIED PRODUCTS,FRANCE,N .A,NA,44.65
PLYWOOD AND ALLIED PRODUCTS,GABON,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,GAMBIA,N .A,NA,0.21
PLYWOOD AND ALLIED PRODUCTS,GEORGIA,N .A,NA,0.08
PLYWOOD AND ALLIED PRODUCTS,GERMANY,N .A,NA,75.65
PLYWOOD AND ALLIED PRODUCTS,GHANA,N .A,NA,0.29
PLYWOOD AND ALLIED PRODUCTS,GIBRALTAR,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,GREECE,N .A,NA,2.26
PLYWOOD AND ALLIED PRODUCTS,GRENADA,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,GUADELOUPE,N .A,NA,0.03
PLYWOOD AND ALLIED PRODUCTS,GUAM,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,GUATEMALA,N .A,NA,0.27
PLYWOOD AND ALLIED PRODUCTS,GUINEA,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,GUINEA BISSAU,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,GUYANA,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,HONDURAS,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,HONG KONG,N .A,NA,1.13
PLYWOOD AND ALLIED PRODUCTS,HUNGARY,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,ICELAND,N .A,NA,0.07
PLYWOOD AND ALLIED PRODUCTS,INDONESIA,N .A,NA,0.39
PLYWOOD AND ALLIED PRODUCTS,IRAN,N .A,NA,1.65
PLYWOOD AND ALLIED PRODUCTS,IRAQ,N .A,NA,0.52
PLYWOOD AND ALLIED PRODUCTS,IRELAND,N .A,NA,0.57
PLYWOOD AND ALLIED PRODUCTS,ISRAEL,N .A,NA,2.91
PLYWOOD AND ALLIED PRODUCTS,ITALY,N .A,NA,8.98
PLYWOOD AND ALLIED PRODUCTS,JAMAICA,N .A,NA,0.07
PLYWOOD AND ALLIED PRODUCTS,JAPAN,N .A,NA,3.87
PLYWOOD AND ALLIED PRODUCTS,JORDAN,N .A,NA,0.5
PLYWOOD AND ALLIED PRODUCTS,KAZAKHSTAN,N .A,NA,0.13
PLYWOOD AND ALLIED PRODUCTS,KENYA,N .A,NA,1.09
PLYWOOD AND ALLIED PRODUCTS,KOREA DP RP,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,KOREA RP,N .A,NA,2.65
PLYWOOD AND ALLIED PRODUCTS,KUWAIT,N .A,NA,4.23
PLYWOOD AND ALLIED PRODUCTS,KYRGHYZSTAN,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,LATVIA,N .A,NA,0.26
PLYWOOD AND ALLIED PRODUCTS,LEBANON,N .A,NA,0.61
PLYWOOD AND ALLIED PRODUCTS,LIBERIA,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,LIBYA,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,LITHUANIA,N .A,NA,0.14
PLYWOOD AND ALLIED PRODUCTS,LUXEMBOURG,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,MACAO,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,MACEDONIA,N .A,NA,0.05
PLYWOOD AND ALLIED PRODUCTS,MADAGASCAR,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,MALAWI,N .A,NA,0.03
PLYWOOD AND ALLIED PRODUCTS,MALAYSIA,N .A,NA,2.03
PLYWOOD AND ALLIED PRODUCTS,MALDIVES,N .A,NA,1.92
PLYWOOD AND ALLIED PRODUCTS,MALI,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,MALTA,N .A,NA,0.33
PLYWOOD AND ALLIED PRODUCTS,MARTINIQUE,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,MAURITANIA,N .A,NA,0.05
PLYWOOD AND ALLIED PRODUCTS,MAURITIUS,N .A,NA,0.42
PLYWOOD AND ALLIED PRODUCTS,MEXICO,N .A,NA,2.9
PLYWOOD AND ALLIED PRODUCTS,MONGOLIA,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,MONTENEGRO,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,MOROCCO,N .A,NA,0.3
PLYWOOD AND ALLIED PRODUCTS,MOZAMBIQUE,N .A,NA,0.1
PLYWOOD AND ALLIED PRODUCTS,MYANMAR,N .A,NA,0.32
PLYWOOD AND ALLIED PRODUCTS,NAMIBIA,N .A,NA,0.18
PLYWOOD AND ALLIED PRODUCTS,NEPAL,N .A,NA,19.57
PLYWOOD AND ALLIED PRODUCTS,NETHERLAND,N .A,NA,56.42
PLYWOOD AND ALLIED PRODUCTS,NETHERLANDANTIL,N .A,NA,0.09
PLYWOOD AND ALLIED PRODUCTS,NEW CALEDONIA,N .A,NA,0.05
PLYWOOD AND ALLIED PRODUCTS,NEW ZEALAND,N .A,NA,2.6
PLYWOOD AND ALLIED PRODUCTS,NICARAGUA,N .A,NA,0.11
PLYWOOD AND ALLIED PRODUCTS,NIGER,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,NIGERIA,N .A,NA,0.21
PLYWOOD AND ALLIED PRODUCTS,NORFOLK IS,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,NORWAY,N .A,NA,2.77
PLYWOOD AND ALLIED PRODUCTS,OMAN,N .A,NA,3.68
PLYWOOD AND ALLIED PRODUCTS,PAKISTAN IR,N .A,NA,0.48
PLYWOOD AND ALLIED PRODUCTS,PANAMA REPUBLIC,N .A,NA,0.26
PLYWOOD AND ALLIED PRODUCTS,PAPUA N GNA,N .A,NA,0.03
PLYWOOD AND ALLIED PRODUCTS,PARAGUAY,N .A,NA,0.07
PLYWOOD AND ALLIED PRODUCTS,PERU,N .A,NA,0.4
PLYWOOD AND ALLIED PRODUCTS,PHILIPPINES,N .A,NA,0.41
PLYWOOD AND ALLIED PRODUCTS,POLAND,N .A,NA,4.78
PLYWOOD AND ALLIED PRODUCTS,PORTUGAL,N .A,NA,1.14
PLYWOOD AND ALLIED PRODUCTS,PUERTO RICO,N .A,NA,0.07
PLYWOOD AND ALLIED PRODUCTS,QATAR,N .A,NA,2.78
PLYWOOD AND ALLIED PRODUCTS,REUNION,N .A,NA,0.81
PLYWOOD AND ALLIED PRODUCTS,ROMANIA,N .A,NA,0.28
PLYWOOD AND ALLIED PRODUCTS,RUSSIA,N .A,NA,1.43
PLYWOOD AND ALLIED PRODUCTS,RWANDA,N .A,NA,0.03
PLYWOOD AND ALLIED PRODUCTS,SAMOA,N .A,NA,0.11
PLYWOOD AND ALLIED PRODUCTS,SAN MARINO,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,SAUDI ARAB,N .A,NA,8.64
PLYWOOD AND ALLIED PRODUCTS,SENEGAL,N .A,NA,0.2
PLYWOOD AND ALLIED PRODUCTS,SERBIA,N .A,NA,0.03
PLYWOOD AND ALLIED PRODUCTS,SEYCHELLES,N .A,NA,0.53
PLYWOOD AND ALLIED PRODUCTS,SIERRA LEONE,N .A,NA,0.08
PLYWOOD AND ALLIED PRODUCTS,SINGAPORE,N .A,NA,1.4
PLYWOOD AND ALLIED PRODUCTS,SLOVAK REP,N .A,NA,0.08
PLYWOOD AND ALLIED PRODUCTS,SLOVENIA,N .A,NA,0.45
PLYWOOD AND ALLIED PRODUCTS,SOMALIA,N .A,NA,0.18
PLYWOOD AND ALLIED PRODUCTS,SOUTH AFRICA,N .A,NA,4.05
PLYWOOD AND ALLIED PRODUCTS,SPAIN,N .A,NA,10.81
PLYWOOD AND ALLIED PRODUCTS,SRI LANKA DSR,N .A,NA,5.36
PLYWOOD AND ALLIED PRODUCTS,ST KITT N A,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,ST LUCIA,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,SUDAN,N .A,NA,0.13
PLYWOOD AND ALLIED PRODUCTS,SURINAME,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,SWAZILAND,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,SWEDEN,N .A,NA,3.83
PLYWOOD AND ALLIED PRODUCTS,SWITZERLAND,N .A,NA,1.85
PLYWOOD AND ALLIED PRODUCTS,SYRIA,N .A,NA,0.05
PLYWOOD AND ALLIED PRODUCTS,TAIWAN,N .A,NA,0.91
PLYWOOD AND ALLIED PRODUCTS,TAJIKISTAN,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,TANZANIA REP,N .A,NA,2
PLYWOOD AND ALLIED PRODUCTS,THAILAND,N .A,NA,2.82
PLYWOOD AND ALLIED PRODUCTS,TOGO,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,TRINIDAD,N .A,NA,0.15
PLYWOOD AND ALLIED PRODUCTS,TUNISIA,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,TURKEY,N .A,NA,9.69
PLYWOOD AND ALLIED PRODUCTS,U ARAB EMTS,N .A,NA,26.91
PLYWOOD AND ALLIED PRODUCTS,U K,N .A,NA,47.05
PLYWOOD AND ALLIED PRODUCTS,U S A,N .A,NA,374.53
PLYWOOD AND ALLIED PRODUCTS,UGANDA,N .A,NA,0.35
PLYWOOD AND ALLIED PRODUCTS,UKRAINE,N .A,NA,0.02
PLYWOOD AND ALLIED PRODUCTS,URUGUAY,N .A,NA,0.28
PLYWOOD AND ALLIED PRODUCTS,UZBEKISTAN,N .A,NA,0
PLYWOOD AND ALLIED PRODUCTS,VANUATU REP,N .A,NA,0.04
PLYWOOD AND ALLIED PRODUCTS,VENEZUELA,N .A,NA,0.01
PLYWOOD AND ALLIED PRODUCTS,VIETNAM SOC REP,N .A,NA,0.67
PLYWOOD AND ALLIED PRODUCTS,YEMEN REPUBLC,N .A,NA,0.31
PLYWOOD AND ALLIED PRODUCTS,ZAMBIA,N .A,NA,0.36
PLYWOOD AND ALLIED PRODUCTS,ZIMBABWE,N .A,NA,0.02
OTHER WOOD AND WOOD PRODUCTS,AUSTRALIA,N .A,NA,0.01
OTHER WOOD AND WOOD PRODUCTS,BELGIUM,N .A,NA,0.02
OTHER WOOD AND WOOD PRODUCTS,BHUTAN,N .A,NA,0.03
OTHER WOOD AND WOOD PRODUCTS,CANADA,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,CHILE,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,CHINA P RP,N .A,NA,30.93
OTHER WOOD AND WOOD PRODUCTS,CONGO D. REP.,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,ETHIOPIA,N .A,NA,0.02
OTHER WOOD AND WOOD PRODUCTS,GERMANY,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,GUINEA,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,HONG KONG,N .A,NA,11.28
OTHER WOOD AND WOOD PRODUCTS,HUNGARY,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,INDONESIA,N .A,NA,0.03
OTHER WOOD AND WOOD PRODUCTS,ITALY,N .A,NA,0.02
OTHER WOOD AND WOOD PRODUCTS,JAPAN,N .A,NA,0.05
OTHER WOOD AND WOOD PRODUCTS,KENYA,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,KOREA RP,N .A,NA,0.09
OTHER WOOD AND WOOD PRODUCTS,KUWAIT,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,MALAYSIA,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,MAURITIUS,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,MONGOLIA,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,MOROCCO,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,NEPAL,N .A,NA,0.05
OTHER WOOD AND WOOD PRODUCTS,PORTUGAL,N .A,NA,0.02
OTHER WOOD AND WOOD PRODUCTS,QATAR,N .A,NA,0.1
OTHER WOOD AND WOOD PRODUCTS,SAUDI ARAB,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,SINGAPORE,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,SOUTH AFRICA,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,SPAIN,N .A,NA,0.01
OTHER WOOD AND WOOD PRODUCTS,SRI LANKA DSR,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,SWEDEN,N .A,NA,0.03
OTHER WOOD AND WOOD PRODUCTS,SWITZERLAND,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,TUNISIA,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,U K,N .A,NA,0
OTHER WOOD AND WOOD PRODUCTS,U S A,N .A,NA,0.01
PULP AND WASTE PAPER,AUSTRALIA,KGS,30,0
PULP AND WASTE PAPER,BANGLADESH PR,KGS,120000,0.05
PULP AND WASTE PAPER,CANADA,KGS,20,0
PULP AND WASTE PAPER,CHINA P RP,KGS,0,0
PULP AND WASTE PAPER,EGYPT A RP,KGS,23956,0.01
PULP AND WASTE PAPER,HONG KONG,KGS,1,0
PULP AND WASTE PAPER,KENYA,KGS,785,0
PULP AND WASTE PAPER,NEPAL,KGS,1500,0
PULP AND WASTE PAPER,NETHERLAND,KGS,500,0
PULP AND WASTE PAPER,OMAN,KGS,192000,0.07
PULP AND WASTE PAPER,PAKISTAN IR,KGS,2000,0.01
PULP AND WASTE PAPER,SAUDI ARAB,KGS,88000,0.03
